,movieId,title,directors,writers,stars,year,certificate,length (min),Storyline,languages,Oscars,genres,popularity,Rating
210,250,Heavyweights (Heavy Weights) ,['steven_brill'],"['judd_apatow', 'steven_brill']","['tom_mcgowan', 'aaron_schwartz', 'ben_stiller']",1995,PG,97,"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that it is a woodland hellhole run by a psycho ex-fitness instructor.",['English'],,"['Children', 'Comedy']",popular,Low_rated
211,249,Immortal Beloved ,['bernard_rose'],['bernard_rose'],"['gary_oldman', 'jeroen_krabbé', 'isabella_rossellini']",1994,R,121,"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to fin... Read all","['English ', ' Hungarian']",,"['Drama', 'Romance']",popular,High_rated
212,251,The Hunted,['j.f._lawton'],['j.f._lawton'],"['christopher_lambert', 'john_lone', 'joan_chen']",1995,R,110,"An American businessman visiting Nagoya, Japan, meets a woman in a hotel bar. Returning to her room, 3 ninjas kill her and wound him, but he sees the ninja boss' face. Now, he's the prime ta... Read all","['English ', ' Japanese']",,['Action'],unpopular,Low_rated
213,252,I.Q. ,['fred_schepisi'],"['andy_breckman', 'michael_leeson']","['tim_robbins', 'meg_ryan', 'walter_matthau']",1994,PG,100,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.","['English ', ' German']",,"['Comedy', 'Romance']",popular,Low_rated
214,253,Interview with the Vampire: The Vampire Chronicles ,['neil_jordan'],['anne_rice'],"['brad_pitt', 'tom_cruise', 'antonio_banderas']",1994,R,123,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.","['English ', ' French']",Nominated,"['Drama', 'Horror']",popular,High_rated
215,254,Jefferson in Paris ,['james_ivory'],['ruth_prawer_jhabvala'],"['nick_nolte', 'greta_scacchi', 'gwyneth_paltrow']",1995,PG-13,139,Widower Thomas Jefferson (3rd US president 1801-09) lives in Paris 1785-90 with his daughter. He has a pretty slave girl accompany his other daughter to France. He has an alleged affair with... Read all,"['English ', ' French']",,['Drama'],unpopular,Low_rated
216,258,"Kid in King Arthur's Court, A ",['michael_gottlieb'],"['michael_part', 'robert_l._levy']","['thomas_ian_nicholas', 'joss_ackland', 'art_malik']",1995,PG,89,A Little League player is sent back into medieval times where he is given the task of saving Camelot.,['English'],,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",unpopular,Low_rated
217,255,The Jerky Boys,['james_melkonian'],"['james_melkonian', 'rich_wilkes', 'john_g._brennan']","['john_g._brennan', 'kamal_ahmed', 'alan_arkin']",1995,R,82,A hilarious prank phone call pushes the buttons of an angry mob boss.,['English'],,['Comedy'],unpopular,Low_rated
218,262,"Little Princess, A ",['alfonso_cuarón'],"['frances_hodgson_burnett', 'richard_lagravenese', 'elizabeth_chandler']","['liesel_matthews', 'eleanor_bron', 'liam_cunningham']",1995,G,97,"Sara is sent to a strict boarding school after her father enlists in WWI. When he is presumed dead, the headmistress, knowing she will not receive any more money, forces the girl to become a... Read all","['English ', ' French']",Nominated,"['Children', 'Drama']",popular,High_rated
219,260,Star Wars: Episode IV - A New Hope ,['george_lucas'],['george_lucas'],"['mark_hamill', 'harrison_ford', 'carrie_fisher']",1977,PG,121,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue ... Read all",['English'],Won,"['Action', 'Adventure', 'Sci-Fi']",popular,High_rated
220,261,Little Women ,['gillian_armstrong'],"['louisa_may_alcott', 'robin_swicord']","['susan_sarandon', 'winona_ryder', 'kirsten_dunst']",1994,PG,115,The March sisters live and grow in post-Civil War America.,"['English ', ' German ', ' French']",Nominated,['Drama'],popular,High_rated
221,256,Junior ,['ivan_reitman'],"['kevin_wade', 'chris_conrad']","['arnold_schwarzenegger', 'danny_devito', 'emma_thompson']",1994,PG-13,109,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.","['German ', ' English']",Nominated,"['Comedy', 'Sci-Fi']",popular,Low_rated
222,257,Just Cause ,['arne_glimcher'],"['john_katzenbach', 'jeb_stuart', 'peter_stone']","['sean_connery', 'laurence_fishburne', 'kate_capshaw']",1995,R,102,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,['English'],,"['Mystery', 'Thriller']",popular,Low_rated
223,259,Kiss of Death ,['barbet_schroeder'],"['eleazar_lipsky', 'ben_hecht', 'charles_lederer']","['david_caruso', 'samuel_l._jackson', 'nicolas_cage']",1995,R,101,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,['English'],,"['Crime', 'Drama', 'Thriller']",unpopular,Low_rated
224,266,Legends of the Fall ,['edward_zwick'],"['susan_shilliday', 'william_d._wittliff', 'jim_harrison']","['brad_pitt', 'anthony_hopkins', 'aidan_quinn']",1994,R,133,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","['English ', ' Cornish']",Won,"['Drama', 'Romance', 'War', 'Western']",popular,High_rated
225,263,Ladybird Ladybird ,['ken_loach'],['rona_munro'],"['crissy_rock', 'vladimir_vega', 'sandie_lavelle']",1994,R,101,"Maggie, an unmarried mother of four children by four different men who abused her, leaves her kids home alone one night. A fire injures them and child services takes custody. Maggie fails to... Read all",['English'],,['Drama'],unpopular,High_rated
226,265,Like Water for Chocolate (Como agua para chocolate) ,['alfonso_arau'],['laura_esquivel'],"['marco_leonardi', 'lumi_cavazos', 'regina_torné']",1992,R,105,"When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.","['Spanish ', ' English']",,"['Drama', 'Fantasy', 'Romance']",unpopular,High_rated
227,267,Major Payne ,['nick_castle'],"['joe_connelly', 'bob_mosher', 'william_roberts']","['damon_wayans', 'michael_ironside', 'bam_bam_bigelow']",1995,PG-13,95,A recently discharged Major finds himself commanding a group of mismatched Cadets.,"['English ', ' Vietnamese']",,['Comedy'],popular,Low_rated
228,269,My Crazy Life (Mi vida loca) ,['allison_anders'],['allison_anders'],"['angel_aviles', 'seidy_lopez', 'jacob_vargas']",1993,R,92,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto... Read all",['English'],,['Drama'],unpopular,Low_rated
229,270,Love Affair ,['glenn_gordon_caron'],"['mildred_cram', 'leo_mccarey', 'delmer_daves']","['warren_beatty', 'annette_bening', 'katharine_hepburn']",1994,PG-13,108,"Two people meet on a flight to Sydney. Although both are engaged to others, they fall in love during their evacuation after a forced landing, and agree to meet in New York City three months ... Read all",['English'],,"['Drama', 'Romance']",unpopular,Low_rated
230,271,Losing Isaiah ,['stephen_gyllenhaal'],"['seth_margolis', 'naomi_foner']","['jessica_lange', 'halle_berry', 'david_strathairn']",1995,R,111,"The biological and adoptive mothers of a young boy are involved in a bitter, controversial custody battle.",['English'],,['Drama'],unpopular,Low_rated
231,272,The Madness of King George,['nicholas_hytner'],['alan_bennett'],"['nigel_hawthorne', 'helen_mirren', 'rupert_graves']",1994,PG-13,110,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.",['English'],Won,"['Comedy', 'Drama']",unpopular,High_rated
232,275,Mixed Nuts ,['nora_ephron'],"['nora_ephron', 'delia_ephron']","['steve_martin', 'madeline_kahn', 'robert_klein']",1994,PG-13,97,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,['English'],,['Comedy'],unpopular,Low_rated
233,273,Mary Shelley's Frankenstein (Frankenstein) ,['kenneth_branagh'],"['mary_shelley', 'steph_lady', 'frank_darabont']","['robert_de_niro', 'kenneth_branagh', 'helena_bonham_carter']",1994,R,123,"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",['English'],Nominated,"['Drama', 'Horror', 'Sci-Fi']",popular,Low_rated
234,276,Milk Money ,['richard_benjamin'],['john_mattson'],"['melanie_griffith', 'ed_harris', 'michael_patrick_carter']",1994,PG-13,110,A group of young boys befriend a prostitute named V.,['English'],,"['Comedy', 'Romance']",unpopular,Low_rated
235,277,Miracle on 34th Street ,['les_mayfield'],"['valentine_davies', 'george_seaton', 'john_hughes']","['richard_attenborough', 'elizabeth_perkins', 'dylan_mcdermott']",1994,PG,114,A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.,"['English ', ' American Sign Language ', ' Dutch ', ' Italian ', ' Russian ', ' Swahili']",,['Drama'],popular,Low_rated
236,274,Man of the House ,['james_orr'],"['david_e._peckinpah', 'richard_jefferies', 'james_orr']","['chevy_chase', 'farrah_fawcett', 'jonathan_taylor_thomas']",1995,PG,96,"A young boy refuses to accept his mother's new boyfriend, a lawyer, despite the man's attempts to win his respect. Meanwhile, disgruntled relative of a criminal he prosecuted seek revenge.",['English'],,['Comedy'],unpopular,Low_rated
237,279,My Family ,['gregory_nava'],"['gregory_nava', 'anna_thomas']","['jimmy_smits', 'esai_morales', 'edward_james_olmos']",1995,R,128,A man makes his way from Mexico to Los Angeles in the 1920s and gets married and raises a big family there. The movie follows the children until they get married and start their families in ... Read all,"['English ', ' Spanish']",Nominated,['Drama'],unpopular,High_rated
238,278,Miami Rhapsody ,['david_frankel'],['david_frankel'],"['sarah_jessica_parker', 'mia_farrow', 'antonio_banderas']",1995,PG-13,95,"Gwyn begins doubting her ""yes"" to Matt's wedding proposal, when she hears about her parents' and brother's adultery.",['English'],,['Comedy'],unpopular,Low_rated
239,281,Nobody's Fool ,['robert_benton'],"['richard_russo', 'robert_benton']","['paul_newman', 'bruce_willis', 'jessica_tandy']",1994,R,110,A stubborn man past his prime reflects on his life of strict independence and seeks more from himself.,['English'],Nominated,"['Comedy', 'Drama', 'Romance']",unpopular,High_rated
240,280,Murder in the First ,['marc_rocco'],['dan_gordon'],"['christian_slater', 'kevin_bacon', 'gary_oldman']",1995,R,122,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitar... Read all,['English'],,"['Drama', 'Thriller']",popular,High_rated
241,287,Nina Takes a Lover ,['alan_jacobs'],['alan_jacobs'],"['laura_san_giacomo', 'paul_rhys', ""michael_o'keefe""]",1994,R,98,A lonely young woman decides to kindle her passions in a fling with a married photographer after feeling challenged by her own best friend's affair.,['English'],,"['Comedy', 'Romance']",unpopular,Low_rated
242,289,Only You ,['norman_jewison'],['diane_drake'],"['marisa_tomei', 'robert_downey_jr.', 'bonnie_hunt']",1994,PG,109,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off ... Read all","['English ', ' Italian']",,"['Comedy', 'Romance']",popular,Low_rated
243,282,Nell ,['michael_apted'],"['mark_handley', 'william_nicholson']","['jodie_foster', 'liam_neeson', 'natasha_richardson']",1994,PG-13,112,"In a remote woodland cabin, a small-town doctor discovers Nell - a beautiful young hermit-woman with many secrets.",['English'],Nominated,['Drama'],popular,Low_rated
244,284,New York Cop (Nyû Yôku no koppu) ,['tôru_murakawa'],"['hiroshi_kashiwabara', 'jiro_ueno']","['tôru_nakamura', 'chad_mcqueen', 'mira_sorvino']",1993,R,93,"A Japanese detective, illegally residing in the U.S., finds himself blackmailed by the NYPD internal force and sent undercover to break a ring of Asian gun dealers.",['English'],,"['Action', 'Crime']",unpopular,Low_rated
245,288,Natural Born Killers ,['oliver_stone'],"['quentin_tarantino', 'david_veloz', 'richard_rutowski']","['woody_harrelson', 'juliette_lewis', 'tom_sizemore']",1994,R,119,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,"['English ', ' Navajo ', ' Japanese']",,"['Action', 'Crime', 'Thriller']",popular,High_rated
246,283,New Jersey Drive ,['nick_gomez'],"['nick_gomez', 'michel_marriott']","['shar-ron_corley', 'gabriel_casseus', 'saul_stein']",1995,R,98,"Jason and Midget are two young, black teenagers living in Newark,New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhoo... Read all",['English'],,"['Crime', 'Drama']",unpopular,Low_rated
247,285,Beyond Bedlam ,['vadim_jean'],"['john_brosnan', 'vadim_jean', 'rob_walker']","['craig_fairbrass', 'elizabeth_hurley', 'keith_allen']",1994,R,89,"Dr. Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering drug on Marc Gilmour a notorious Serial Killer. But when a pair of bizarre suicides ... Read all",['English'],,"['Drama', 'Horror']",unpopular,Low_rated
248,290,Once Were Warriors ,['lee_tamahori'],"['riwia_brown', 'alan_duff']","['rena_owen', 'temuera_morrison', 'mamaengaroa_kerr-bell']",1994,R,102,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,"['English ', ' Maori ', ' Spanish']",,"['Crime', 'Drama']",popular,High_rated
249,291,Poison Ivy II ,['anne_goursaud'],['chloe_king'],"['alyssa_milano', 'johnathon_schaech', 'xander_berkeley']",1996,R,106,"First time out of Michigan, Lily starts art school in LA and shares a house with other young artistic people. Both her teacher and a roomie/classmate show interest in her.",['English'],,"['Drama', 'Thriller']",unpopular,Low_rated
250,292,Outbreak ,['wolfgang_petersen'],"['laurence_dworet', 'robert_roy_pool']","['dustin_hoffman', 'rene_russo', 'morgan_freeman']",1995,R,127,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.,"['English ', ' Korean ', ' French']",,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",popular,Low_rated
251,294,The Perez Family,['mira_nair'],"['christine_bell', 'robin_swicord']","['marisa_tomei', 'anjelica_huston', 'alfred_molina']",1995,R,113,"In 1980, USA opens to Cuban refugees. Once in Miami, Dorita tries to create a Perez ""family"" of 3 to get a sponsor. She wants Juan to be her ""husband"" - plus a ""son"" or ""dad"".",['English'],,"['Comedy', 'Romance']",unpopular,Low_rated
252,293,Léon: The Professional (a.k.a. The Professional) (Léon) ,['luc_besson'],['luc_besson'],"['jean_reno', 'gary_oldman', 'natalie_portman']",1994,R,110,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin... Read all","['English ', ' Italian ', ' French']",,"['Action', 'Crime', 'Drama', 'Thriller']",popular,High_rated
253,296,Pulp Fiction ,['quentin_tarantino'],"['quentin_tarantino', 'roger_avary']","['john_travolta', 'uma_thurman', 'samuel_l._jackson']",1994,R,154,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","['English ', ' Spanish ', ' French']",Won,"['Comedy', 'Crime', 'Drama', 'Thriller']",popular,High_rated
254,300,Quiz Show ,['robert_redford'],"['paul_attanasio', 'richard_n._goodwin']","['ralph_fiennes', 'john_turturro', 'rob_morrow']",1994,PG-13,133,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",['English'],Nominated,['Drama'],popular,High_rated
255,303,The Quick and the Dead,['sam_raimi'],['simon_moore'],"['sharon_stone', 'gene_hackman', 'russell_crowe']",1995,R,108,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.","['English ', ' Spanish']",,"['Action', 'Thriller', 'Western']",popular,Low_rated
256,302,"Queen Margot (Reine Margot, La) ",['patrice_chéreau'],"['alexandre_dumas', 'danièle_thompson', 'patrice_chéreau']","['isabelle_adjani', 'daniel_auteuil', 'jean-hugues_anglade']",1994,R,161,"Young Queen Margot finds herself trapped in an arranged marriage amidst a religious war between Catholics and Protestants. She hopes to escape with a new lover, but finds herself imprisoned ... Read all","['French ', ' Italian']",Nominated,"['Drama', 'Romance']",unpopular,High_rated
257,295,"Pyromaniac's Love Story, A ",['joshua_brand'],['morgan_ward'],"['william_baldwin', 'john_leguizamo', 'sadie_frost']",1995,PG,94,A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio (John Leguizamo) is offered a bribe in exchange for taking the blame for the fire that destroyed hi... Read all,['English'],,"['Comedy', 'Romance']",unpopular,Low_rated
258,298,Pushing Hands (Tui shou) ,['ang_lee'],"['ang_lee', 'james_schamus']","['sihung_lung', 'lai_wang', 'bozhao_wang']",1991,Not Rated,105,"All the while, Master Chu tries to find his place in the foreign American world.","['Mandarin ', ' English']",,['Drama'],unpopular,High_rated
259,299,Priest ,['antonia_bird'],['jimmy_mcgovern'],"['linus_roache', 'tom_wilkinson', 'robert_carlyle']",1994,R,98,"A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own.","['Latin ', ' English']",,['Drama'],unpopular,High_rated
260,301,Picture Bride (Bijo photo) ,['kayo_hatta'],"['kayo_hatta', 'mari_hatta', 'diane_mei_lin_mark']","['yûki_kudô', 'akira_takayama', 'cary-hiroyuki_tagawa']",1994,PG-13,94,Riyo marries a man more than twice her age. She is devastated and labors in the sugar cane field. At the end she is able to love her husband.,"['English ', ' Japanese']",,"['Drama', 'Romance']",unpopular,Low_rated
261,305,Ready to Wear (Pret-A-Porter) ,['robert_altman'],"['robert_altman', 'barbara_shulgasser']","['sophia_loren', 'julia_roberts', 'marcello_mastroianni']",1994,R,133,A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week.,"['English ', ' French ', ' Italian ', ' Russian ', ' Spanish']",,['Comedy'],unpopular,Low_rated
262,307,Three Colors: Blue (Trois couleurs: Bleu) ,['krzysztof_kieslowski'],"['krzysztof_kieslowski', 'krzysztof_piesiewicz', 'agnieszka_holland']","['juliette_binoche', 'zbigniew_zamachowski', 'julie_delpy']",1993,R,94,A woman struggles to find a way to live her life after the death of her husband and child.,"['French ', ' Romanian ', ' Polish']",,['Drama'],popular,High_rated
263,306,Three Colors: Red (Trois couleurs: Rouge) ,['krzysztof_kieslowski'],"['krzysztof_kieslowski', 'krzysztof_piesiewicz', 'agnieszka_holland']","['irène_jacob', 'jean-louis_trintignant', 'frédérique_feder']",1994,R,99,A model discovers a retired judge is keen on invading people's privacy.,['French'],Nominated,['Drama'],popular,High_rated
264,310,Rent-a-Kid ,['fred_gerber'],['paul_bernbaum'],"['leslie_nielsen', 'christopher_lloyd', 'matt_mccoy']",1995,G,85,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers.",['English'],,['Comedy'],unpopular,Low_rated
265,304,Roommates ,['peter_yates'],"['max_apple', 'stephen_metcalfe']","['peter_falk', 'd.b._sweeney', 'julianne_moore']",1995,PG,108,An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.,['English'],Nominated,"['Comedy', 'Drama']",unpopular,Low_rated
266,308,Three Colors: White (Trzy kolory: Bialy) ,['krzysztof_kieslowski'],"['krzysztof_kieslowski', 'krzysztof_piesiewicz', 'agnieszka_holland']","['zbigniew_zamachowski', 'julie_delpy', 'janusz_gajos']",1994,R,92,"After his wife divorces him, a Polish immigrant plots to get even with her.","['Polish ', ' French ', ' English']",,"['Comedy', 'Drama']",popular,High_rated
267,315,The Specialist,['luis_llosa'],"['john_shirley', 'alexandra_seros']","['sylvester_stallone', 'sharon_stone', 'james_woods']",1994,R,110,A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,['English'],,"['Action', 'Drama', 'Thriller']",popular,Low_rated
268,311,Relative Fear ,['george_mihalka'],['kurt_wimmer'],"['darlanne_fluegel', 'martin_neufeld', 'james_brolin']",1994,R,94,Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?,['English'],,"['Horror', 'Thriller']",unpopular,Low_rated
269,313,The Swan Princess,['richard_rich'],"['richard_rich', 'brian_nissen']","['jack_palance', 'howard_mcgillin', 'michelle_nicastro']",1994,G,90,A power-hungry sorcerer curses a princess to live as a swan by day in this tale of everlasting love.,['English'],,"['Animation', 'Children']",popular,Low_rated
270,312,Stuart Saves His Family ,['harold_ramis'],['al_franken'],"['al_franken', 'laura_san_giacomo', ""vincent_d'onofrio""]",1995,PG-13,95,A self-help advocate struggles to put his dysfunctional family in its place.,['English'],,['Comedy'],unpopular,Low_rated
271,314,The Secret of Roan Inish,['john_sayles'],"['rosalie_k._fry', 'john_sayles']","['jeni_courtney', 'eileen_colgan', 'mick_lally']",1994,PG,103,Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,"['English ', ' Irish Gaelic']",,"['Children', 'Drama', 'Fantasy', 'Mystery']",unpopular,High_rated
272,316,Stargate ,['roland_emmerich'],"['dean_devlin', 'roland_emmerich']","['kurt_russell', 'james_spader', 'jaye_davidson']",1994,PG-13,116,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","['English ', ' Norwegian ', ' Swedish ', ' Egyptian (Ancient) ', ' Arabic']",,"['Action', 'Adventure', 'Sci-Fi']",popular,High_rated
273,319,Shallow Grave ,['danny_boyle'],['john_hodge'],"['kerry_fox', 'christopher_eccleston', 'ewan_mcgregor']",1994,R,89,Three friends discover their new flatmate dead but loaded with cash.,['English'],,"['Comedy', 'Drama', 'Thriller']",popular,High_rated
274,324,The Sum of Us,"['geoff_burton', 'kevin_dowling']",['david_stevens'],"['jack_thompson', 'russell_crowe', 'john_polson']",1994,R,100,"A widowed father has to deal with two complex issues: while he is searching for ""Miss Right,"" his son, who is in his 20s and gay, is searching for ""Mr. Right.""",['English'],,"['Comedy', 'Drama']",unpopular,High_rated
275,325,National Lampoon's Senior Trip ,['kelly_makin'],"['roger_kumble', 'i._marlene_king']","['matt_frewer', 'valerie_mahaffey', 'lawrence_dane']",1995,R,91,"To embarrass his rival, a scheming senator uses nitwit Ohio teens who are invited to a Washington gathering on educational failure.",['English'],,['Comedy'],unpopular,Low_rated
276,318,The Shawshank Redemption,['frank_darabont'],"['stephen_king', 'frank_darabont']","['tim_robbins', 'morgan_freeman', 'bob_gunton']",1994,R,142,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.",['English'],Nominated,"['Crime', 'Drama']",popular,High_rated
277,327,Tank Girl ,['rachel_talalay'],"['alan_martin', 'jamie_hewlett', 'tedi_sarafian']","['lori_petty', 'ice-t', 'naomi_watts']",1995,R,104,"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the plane... Read all",['English'],,"['Action', 'Comedy', 'Sci-Fi']",popular,Low_rated
278,320,Suture ,"['scott_mcgehee', 'david_siegel']","['scott_mcgehee', 'david_siegel']","['dennis_haysbert', 'mel_harris', 'sab_shimono']",1993,Not Rated,96,"After his brother tries to kill him, a man survives only to find himself in another man's body.",['English'],,"['Film-Noir', 'Thriller']",unpopular,Low_rated
279,317,The Santa Clause,['john_pasquin'],"['leo_benvenuti', 'steve_rudnick']","['tim_allen', 'judge_reinhold', 'wendy_crewson']",1994,PG,97,"When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.","['English ', ' Spanish']",,"['Comedy', 'Drama', 'Fantasy']",popular,Low_rated
280,326,To Live (Huozhe) ,['yimou_zhang'],"['wei_lu', 'hua_yu']","['you_ge', 'gong_li', 'ben_niu']",1994,Not Rated,133,"After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China.",['Mandarin'],,['Drama'],unpopular,High_rated
281,322,Swimming with Sharks ,['george_huang'],['george_huang'],"['kevin_spacey', 'frank_whaley', 'michelle_forbes']",1994,R,93,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",['English'],,"['Comedy', 'Drama']",popular,High_rated
282,328,Tales from the Crypt Presents: Demon Knight ,['ernest_r._dickerson'],"['ethan_reiff', 'cyrus_voris', 'mark_bishop']","['billy_zane', 'william_sadler', 'jada_pinkett_smith']",1995,R,92,High-level demons collect low-level demons as warriors in attempt to obtain a key containing the blood of Christ. The key is guarded by immortal warriors called Demon Knights.,['English'],,"['Horror', 'Thriller']",popular,High_rated
283,321,Strawberry and Chocolate (Fresa y chocolate) ,"['tomás_gutiérrez_alea', 'juan_carlos_tabío']","['tomás_gutiérrez_alea', 'senel_paz']","['jorge_perugorría', 'vladimir_cruz', 'mirta_ibarra']",1993,R,108,"Story of two men who are opposites: one gay, the other straight; one a fierce communist, the other a fierce individualist; one suspicious, the other accepting; and how they come to love each... Read all","['Spanish ', ' English ', ' French']",Nominated,['Drama'],unpopular,High_rated
284,329,Star Trek: Generations ,['david_carson'],"['gene_roddenberry', 'rick_berman', 'ronald_d._moore']","['patrick_stewart', 'william_shatner', 'malcolm_mcdowell']",1994,PG,118,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.","['English ', ' Klingon']",,"['Adventure', 'Drama', 'Sci-Fi']",popular,Low_rated
285,330,Tales from the Hood ,['rusty_cundieff'],"['rusty_cundieff', 'darin_scott']","['clarence_williams_iii', 'corbin_bernsen', 'joe_torry']",1995,R,98,A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,['English'],,"['Action', 'Crime', 'Horror']",unpopular,Low_rated
286,333,Tommy Boy ,['peter_segal'],"['bonnie_turner', 'terry_turner']","['chris_farley', 'david_spade', 'brian_dennehy']",1995,PG-13,97,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",['English'],,['Comedy'],popular,High_rated
287,332,Village of the Damned ,['john_carpenter'],"['john_wyndham', 'stirling_silliphant', 'wolf_rilla']","['christopher_reeve', 'kirstie_alley', 'linda_kozlowski']",1995,R,98,A small town's women give birth to unfriendly alien children posing as humans.,['English'],,"['Horror', 'Sci-Fi']",popular,Low_rated
288,337,What's Eating Gilbert Grape ,['lasse_hallström'],['peter_hedges'],"['johnny_depp', 'leonardo_dicaprio', 'juliette_lewis']",1993,PG-13,118,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,['English'],Nominated,['Drama'],popular,High_rated
289,335,Underneath ,['steven_soderbergh'],"['don_tracy', 'steven_soderbergh', 'daniel_fuchs']","['peter_gallagher', 'elisabeth_shue', 'alison_elliott']",1995,R,99,A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfrie... Read all,['English'],,"['Mystery', 'Thriller']",unpopular,Low_rated
290,331,Tom & Viv ,['brian_gilbert'],"['michael_hastings', 'adrian_hodges']","['willem_dafoe', 'miranda_richardson', 'rosemary_harris']",1994,PG-13,115,"In 1915, Tom and Viv elope, but her gynecological and emotional problems disrupt their honeymoon. Her father is angry because Tom's poetry doesn't bring in enough to live, but her mother is ... Read all",['English'],Nominated,['Drama'],unpopular,Low_rated
291,339,While You Were Sleeping ,['jon_turteltaub'],"['daniel_g._sullivan', 'fredric_lebow']","['sandra_bullock', 'bill_pullman', 'peter_gallagher']",1995,PG,103,A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,['English'],,"['Comedy', 'Romance']",popular,High_rated
292,336,The Walking Dead,['preston_a._whitmore_ii'],['preston_a._whitmore_ii'],"['allen_payne', 'eddie_griffin', 'joe_morton']",1995,R,88,"1972 Vietnam, a small group of United States Marines relive flashbacks of their contrite lives prior to serving in the military while being left to survive behind enemy lines.",['English'],,"['Drama', 'War']",unpopular,Low_rated
293,334,Vanya on 42nd Street ,['louis_malle'],"['anton_chekhov', 'david_mamet', 'andre_gregory']","['wallace_shawn', 'phoebe_brand', 'george_gaynes']",1994,PG,119,"New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.",['English'],,['Drama'],unpopular,High_rated
